E.C,TDS,Cl,NO3 ,Na,T.H,Mg,SAR,Ca,K,Classification
614,392.96,30,6.15631,81.63,139.9671053,19.448,2.999915142,24.0,1.98,Moderate
954,610.56,40,23.65086,150.4,259.9095395,53.482,4.056102211,16.0,0.1,Poor
4350,2784.0,870,643.9766,283.5,1439.802632,116.688,3.248431743,384.0,6.9,Bad
1610,1030.4,200,96.1093,142.9,519.8601974,82.654,2.724966133,72.0,2.5,Poor
2060,1318.4,300,49.1619,239.8,499.8108553,111.826,4.663570008,16.0,3.3,Poor
1168,747.52,130,11.60398,167.4,219.9342105,38.896,4.907736344,24.0,3.4,Poor
1233,789.12,130,107.1818,96.56,479.8930921,63.206,1.916448583,88.0,1.84,Poor
904,578.56,80,44.08868182,168.0,299.9095395,53.482,4.217803139,32.0,3.0,Poor
803,513.92,40,1.610545455,127.0,279.9342105,38.896,3.300258032,48.0,6.0,Poor
725,464.0,30,44.69263636,86.0,339.9013158,58.344,2.028122543,40.0,3.0,Moderate
952,609.28,140,59.99281818,132.0,439.8601974,82.654,2.736457849,40.0,6.0,Poor
737,471.68,70,15.70281818,97.0,299.9177632,48.62,2.435245806,40.0,2.0,Moderate
696,445.44,90,22.54763636,90.0,239.9835526,9.724,2.525945258,80.0,4.0,Moderate
489,312.96,20,11.67645455,50.0,219.9259868,43.758,1.465898477,16.0,1.0,Moderate
710,454.4,50,13.68963636,81.0,279.9177632,48.62,2.10495082,32.0,3.0,Moderate
351,224.64,40,4.026363636,53.0,119.9671053,19.448,2.103860519,16.0,8.0,Moderate
567,362.88,40,29.79509091,104.0,159.9588816,24.31,3.575208085,24.0,17.0,Moderate
1068,683.52,150,159.444,112.0,459.8601974,82.654,2.270791584,48.0,1.0,Poor
1521,973.44,50,33.57182,67.0,619.8355263,97.24,1.170061621,88.0,2.0,Poor
2070,1324.8,310,84.151,112.0,779.7861842,126.412,1.743823068,104.0,4.0,Poor
1625,1040.0,260,74.8501,142.0,499.9588816,24.31,2.761171388,160.0,2.0,Poor
840,537.6,80,3.18888,73.0,259.9671053,19.448,1.968501839,72.0,2.0,Poor
675,432.0,40,19.39902,33.0,259.9917763,4.862,0.889828473,96.0,2.0,Moderate
1098,702.72,90,28.74421,96.0,319.9753289,14.586,2.333378274,104.0,2.0,Poor
627,401.28,40,13.95135,28.0,259.9917763,4.862,0.755005977,96.0,2.0,Moderate
1123,718.72,260,150.586,120.0,299.9671053,19.448,3.012427434,88.0,7.0,Poor
885,566.4,30,9.87667,107.0,219.9506579,29.172,3.136846802,40.0,1.0,Poor
820,524.8,70,38.79804,40.0,319.9753289,14.586,0.972240948,104.0,3.0,Poor
1430,915.2,170,29.6743,98.0,479.9424342,34.034,1.944928609,136.0,6.0,Poor
1145,732.8,140,40.7468,75.0,399.9506579,29.172,1.630535353,112.0,2.0,Poor
1255,803.2,130,28.38989,123.0,399.9259868,43.758,2.674160459,88.0,9.0,Poor
702,449.28,70,29.76288,45.0,259.9835526,9.724,1.213421654,88.0,2.0,Moderate
1216,778.24,200,7.70646,95.0,439.9835526,9.724,1.969144325,160.0,2.0,Poor
1299,831.36,160,26.574,61.0,519.8848684,68.068,1.163183975,96.0,3.0,Poor
1123,718.72,260,150.586,120.0,299.9671053,19.448,3.012427434,88.0,7.0,Poor
1206,771.84,210,17.89316,55.0,559.8766447,72.93,1.010621837,104.0,3.0,Poor
900,576.0,50,22.05642,72.0,299.9588816,24.31,1.807481237,80.0,4.0,Poor
1290,825.6,290,139.9564,105.0,379.8930921,63.206,2.34223661,48.0,21.0,Poor
1120,716.8,60,131.5413,77.0,399.9506579,29.172,1.674016296,112.0,2.0,Poor
998,638.72,70,32.86318,42.0,419.9259868,43.758,0.891117718,96.0,0.71,Poor
832,532.48,40,19.66476,97.0,199.9424342,34.034,2.982575257,24.0,2.0,Poor
958,613.12,200,130.8568182,122.0,339.9342105,38.896,2.876964863,72.0,7.0,Poor
554,354.56,110,5.636909091,45.0,239.9342105,38.896,1.263102486,32.0,1.0,Moderate
1870,1196.8,90,1.409227273,291.0,199.9753289,14.586,8.946989817,56.0,17.0,Poor
752,481.28,130,91.80109091,145.0,279.9671053,19.448,3.767789771,80.0,2.0,Poor
1430,915.2,240,126.0251818,108.0,559.8766447,72.93,1.984493788,104.0,29.0,Poor
2430,1555.2,300,112.4966,204.5,759.8601974,82.654,3.22551175,168.0,33.0,Bad
1126,720.64,130,26.574,55.0,459.9095395,53.482,1.115061047,96.0,11.8,Poor
2350,1504.0,340,114.7111,125.0,899.7779605,131.274,1.811817714,144.0,17.5,Bad
1520,972.8,200,96.1093,136.0,479.9259868,43.758,2.69913085,120.0,16.8,Poor
2300,1472.0,460,12.4012,272.0,619.84375,92.378,4.750069399,96.0,4.0,Bad
1235,790.4,140,68.6495,70.5,519.8848684,68.068,1.344335578,96.0,0.45,Poor
1013,648.32,80,18.6018,66.6,399.9013158,58.344,1.448004717,64.0,0.31,Poor
1120,716.8,120,13.41987,118.5,319.9342105,38.896,2.880448889,64.0,1.4,Poor
1860,1190.4,200,205.0627,168.7,599.8848684,68.068,2.994699795,128.0,6.2,Poor
2180,1395.2,270,71.3069,313.0,459.8684211,77.792,6.345994738,56.0,1.4,Poor
1630,1043.2,150,64.6634,156.0,559.8601974,82.654,2.866533132,88.0,3.1,Poor
1414,904.96,160,73.0785,96.0,539.8930921,63.206,1.796344016,112.0,1.76,Poor
2740,1753.6,490,125.3407,156.0,919.9424342,34.034,2.23622983,312.0,15.6,Bad
2090,1337.6,270,5.53625,320.0,359.9013158,58.344,7.333823016,48.0,19.0,Poor
2240,1433.6,440,32.3317,247.6,599.8601974,82.654,4.395393699,104.0,3.2,Poor
2470,1580.8,410,241.8234,173.0,839.8355263,97.24,2.595500675,176.0,17.6,Bad
1165,745.6,170,130.2126,120.0,359.8766447,72.93,2.750277898,24.0,3.08,Poor
1628,1041.92,280,215.6923,111.39,559.8848684,68.068,2.046769811,112.0,3.88,Poor
490,313.6,40,2.2145,40.41,179.9671053,19.448,1.309677748,40.0,3.45,Moderate
631,403.84,50,30.33865,39.15,259.9588816,24.31,1.055726931,64.0,2.56,Moderate
1407,900.48,240,15.98869,108.73,439.9177632,48.62,2.253906016,96.0,1.7,Poor
1158,741.12,160,13.55274,91.29,419.8848684,68.068,1.937002847,56.0,2.0,Poor
1714,1096.96,240,40.48106,118.25,559.9177632,48.62,2.172757164,144.0,2.29,Poor
2030,1299.2,470,32.73031,279.0,322.8684211,77.792,6.75092965,1.2,7.4,Poor
1583,1013.12,320,2.83456,111.63,479.9177632,48.62,2.215489399,112.0,4.1,Poor
362,231.68,20,38.00082,14.02,159.9917763,4.862,0.481916002,56.0,1.01,Moderate
744,476.16,90,21.43636,59.75,259.9342105,38.896,1.611307219,40.0,1.89,Moderate
1352,865.28,260,172.731,42.0,579.8848684,68.068,0.758316605,120.0,4.0,Poor
1273,814.72,190,40.70251,135.0,339.9259868,43.758,3.183565202,64.0,3.0,Poor
650,416.0,30,13.287,68.0,179.9671053,19.448,2.203862581,40.0,3.0,Moderate
737,471.68,50,16.16585,39.0,279.9671053,19.448,1.013405525,80.0,3.0,Moderate
511,327.04,50,89.4658,23.0,199.9671053,19.448,0.707164939,48.0,2.0,Moderate
1488,952.32,240,53.148,159.0,379.9177632,48.62,3.546700274,72.0,4.3,Poor
392,250.88,40,2.74598,23.0,139.9917763,4.862,0.845179078,48.0,5.0,Moderate
790,505.6,80,39.65968182,88.0,239.9506579,29.172,2.469982428,48.0,5.0,Poor
679,434.56,60,42.67945455,71.0,179.9588816,24.31,2.301144389,32.0,2.0,Moderate
943,603.52,110,43.88736364,102.0,279.9424342,34.034,2.650562006,56.0,4.0,Poor
1834,1173.76,230,44.29,209.0,479.8848684,68.068,4.148106729,80.0,8.0,Poor
1218,779.52,170,44.89395455,137.0,339.9259868,43.758,3.230729131,64.0,8.0,Poor
778,497.92,70,31.003,78.0,239.9506579,29.172,2.189302607,48.0,6.0,Poor
838,536.32,20,108.5105,61.85,299.9506579,29.172,1.552697875,72.0,0.87,Poor
1298,830.72,260,29.58572,92.87,439.9342105,38.896,1.925101985,112.0,1.71,Poor
851,544.64,40,4.11897,69.0,299.9095395,53.482,1.732312004,32.0,1.16,Poor
1743,1115.52,330,10.23099,90.0,659.8684211,77.792,1.52330196,136.0,4.0,Poor
902,577.28,100,37.15931,70.59,299.9588816,24.31,1.772084729,80.0,1.91,Poor
855,547.2,10,16.29872,47.59,339.9095395,53.482,1.12229284,48.0,1.94,Poor
2340,1497.6,360,125.7836,380.4,299.9506579,29.172,9.549656775,72.0,4.0,Bad
796,509.44,30,73.9643,25.0,339.9424342,34.034,0.589534849,80.0,0.37,Poor
1890,1209.6,360,97.438,19.0,879.7368421,155.584,0.278515503,96.0,0.33,Poor
989,632.96,130,12.4012,80.0,299.9342105,38.896,2.00839508,56.0,1.26,Poor
1339,856.96,230,31.93309,56.17,539.8930921,63.206,1.051048369,112.0,2.38,Poor
832,532.48,140,38.62088,40.15,359.9424342,34.034,0.920113047,88.0,2.7,Poor
899,575.36,100,26.79545,67.89,299.9506579,29.172,1.704327546,72.0,2.41,Poor
2060,1318.4,280,234.737,115.32,779.7615132,140.998,1.795543371,80.0,1.91,Poor
1482,948.48,250,31.13587,42.0,639.84375,92.378,0.721912378,104.0,2.03,Poor
205,131.2,20,4.8719,9.0,119.9917763,4.862,0.357222604,40.0,0.22,Good
746,477.44,60,90.3516,28.68,319.9342105,38.896,0.697141554,64.0,0.46,Moderate
1076,688.64,90,13.19842,27.84,479.8848684,68.068,0.552551633,80.0,1.11,Poor
1405,899.2,230,75.293,82.0,519.8355263,97.24,1.563698567,48.0,3.72,Poor
268,171.52,20,42.0755,9.0,119.9835526,9.724,0.357234846,32.0,0.07,Moderate
1921,1229.44,390,46.0616,118.0,679.8108553,111.826,1.96770561,88.0,1.53,Poor
620,396.8,20,19.26615,26.71,259.9588816,24.31,0.720267339,64.0,0.2,Moderate
546,349.44,40,33.17321,12.38,239.9835526,9.724,0.347457803,80.0,0.57,Moderate
809,517.76,120,7.21927,83.0,239.9588816,24.31,2.329602597,56.0,2.58,Poor
1131,723.84,150,65.9921,98.0,359.9342105,38.896,2.245880665,80.0,2.42,Poor
1125,720.0,160,63.91047,97.0,359.9506579,29.172,2.222912727,96.0,2.47,Poor
1824,1167.36,270,77.5075,194.0,519.8601974,82.654,3.699394191,72.0,2.9,Poor
509,325.76,50,3.41033,45.0,179.9835526,9.724,1.458371833,56.0,1.6,Moderate
1157,740.48,90,5.44767,136.0,299.9342105,38.896,3.414271636,56.0,3.1,Poor
1054,674.56,180,6.51063,71.0,399.9753289,14.586,1.543525862,136.0,10.5,Poor
3689,2360.96,680,307.2115455,547.0,559.84375,92.378,10.05138882,72.0,221.0,Bad
2523,1614.72,390,149.1767727,291.0,699.8190789,106.964,4.782690349,104.0,51.0,Bad
704,450.56,80,17.91731818,95.0,239.9671053,19.448,2.666366922,64.0,17.0,Moderate
2446,1565.44,400,11.27381818,144.0,999.7697368,136.136,1.98008878,176.0,21.0,Bad
1414,904.96,240,39.65968182,124.0,459.8848684,68.068,2.514023246,72.0,27.0,Poor
1187,759.68,120,38.45177273,221.0,239.9424342,34.034,6.203130351,40.0,21.0,Poor
571,365.44,50,34.82804545,19.0,299.9506579,29.172,0.476980754,72.0,4.0,Moderate
1310,838.4,190,120.7909091,191.0,319.9424342,34.034,4.642689175,72.0,49.0,Poor
957,612.48,130,43.88736364,89.0,339.9259868,43.758,2.098794837,64.0,11.0,Poor
1109,709.76,230,28.38586364,145.0,299.9506579,29.172,3.640116278,72.0,39.0,Poor
1114,712.96,150,65.62972727,145.0,319.9342105,38.896,3.524599907,64.0,14.0,Poor
989,632.96,130,43.88736364,66.0,379.9342105,38.896,1.472183342,88.0,13.0,Poor
1603,1025.92,280,143.3385455,123.0,599.8355263,97.24,2.183540157,80.0,5.0,Poor
1076,688.64,130,44.08868182,126.0,259.9588816,24.31,3.397741848,64.0,18.0,Poor
1677,1073.28,290,100.4577727,192.0,479.8848684,68.068,3.810700918,80.0,12.0,Poor
1352,865.28,190,45.49790909,99.0,579.8601974,82.654,1.787498595,96.0,6.0,Poor
2210,1414.4,370,153.6057727,251.0,499.8930921,63.206,4.880983255,96.0,197.0,Poor
638,408.32,40,18.52127273,85.0,199.9424342,34.034,2.613596875,24.0,8.0,Moderate
1950,1248.0,300,17.14023,245.0,539.8684211,77.792,4.584524374,88.0,5.1,Poor
1989,1272.96,470,14.1728,134.5,739.8601974,82.654,2.149906716,160.0,3.6,Poor
2580,1651.2,430,155.015,140.0,1039.794408,121.55,1.887671683,216.0,3.3,Bad
1798,1150.72,190,110.725,175.1,559.8766447,72.93,3.217452429,104.0,19.5,Poor
1220,780.8,80,28.3456,40.0,519.8848684,68.068,0.76274359,96.0,0.87,Poor
2120,1356.8,390,47.21314,161.8,719.9177632,48.62,2.621858422,208.0,5.0,Poor
1340,857.6,170,132.87,102.9,539.9588816,24.31,1.925338938,176.0,0.83,Poor
1902,1217.28,390,29.05424,112.3,719.9177632,48.62,1.819744752,208.0,8.2,Poor
1402,897.28,150,10.40815,96.41,459.9671053,19.448,1.954478331,152.0,0.37,Poor
1562,999.68,240,97.438,40.25,719.8766447,72.93,0.652242369,168.0,5.9,Poor
2410,1542.4,250,88.58,157.0,979.7861842,126.412,2.180751404,184.0,3.6,Bad
1720,1100.8,230,106.296,108.0,659.9177632,48.62,1.827894012,184.0,6.8,Poor
1675,1072.0,240,97.438,116.96,599.9342105,38.896,2.076145134,176.0,1.73,Poor
1432,916.48,220,23.60657,145.2,459.9013158,58.344,2.943787483,88.0,15.0,Poor
1098,702.72,120,12.8441,79.29,379.9342105,38.896,1.768627533,88.0,1.94,Poor
1477,945.28,220,6.442181818,171.0,359.8766447,72.93,3.919146004,24.0,9.0,Poor
823,526.72,50,97.438,70.0,259.9095395,53.482,1.887813529,16.0,3.0,Poor
745,476.8,70,41.47154545,65.0,239.9177632,48.62,1.824543906,16.0,3.0,Moderate
433,277.12,40,15.90413636,31.0,159.9506579,29.172,1.065714421,16.0,1.0,Moderate
710,454.4,50,4.026363636,129.0,82.87828947,5.0,6.160862054,32.0,2.0,Moderate
850,544.0,80,45.90054545,70.0,279.9177632,48.62,1.819093301,32.0,2.0,Poor
1428,913.92,150,140.3187727,136.0,419.8684211,77.792,2.88572184,40.0,4.0,Poor
893,571.52,70,132.2660455,71.0,299.9013158,58.344,1.782548385,24.0,3.0,Poor
1307,836.48,170,23.55422727,136.0,359.8848684,68.068,3.116946004,32.0,5.0,Poor
443,283.52,70,46.411491,16.97,179.9917763,4.862,0.549955658,64.0,4.44,Moderate
1032,660.48,140,95.53353,83.17,299.9671053,19.448,2.087863247,88.0,16.14,Poor
1373,878.72,110,76.53312,83.67,499.8848684,68.068,1.627072622,88.0,6.16,Poor
388,248.32,20,0.296743,16.53,159.9588816,24.31,0.568251824,24.0,2.69,Moderate
3666,2346.24,480,535.909,396.6,979.6546053,204.204,5.509198006,56.0,3.9,Bad
882,564.48,30,20.174095,88.89,239.9259868,43.758,2.495091205,24.0,0.97,Poor
805,515.2,80,140.17785,20.9,259.9671053,19.448,0.563584773,72.0,72.36,Poor
4340,2777.6,790,210.20034,748.1,559.7779605,131.274,13.7475061,8.0,12.1,Bad
687,439.68,40,0.713069,44.94,219.9671053,19.448,1.317426401,56.0,17.52,Moderate
1242,794.88,150,98.7667,81.1,459.9177632,48.62,1.644193498,104.0,13.25,Poor
1638,1048.32,340,0.097438,178.8,339.9177632,48.62,4.216506249,56.0,59.8,Poor
1414,904.96,70,0.150586,161.3,359.9177632,48.62,3.696620698,64.0,15.1,Poor
1565,1001.6,190,162.27856,273.7,199.9259868,43.758,8.416128101,8.0,3.9,Poor
1600,1024.0,120,52.12933,282.3,179.9506579,29.172,9.149688794,24.0,9.4,Poor
647,414.08,20,15.802672,10.48,279.9588816,24.31,0.272324253,72.0,14.43,Moderate
565,361.6,70,23.95686364,16.0,279.9506579,29.172,0.415768326,64.0,4.0,Moderate
372,238.08,60,24.76213636,27.0,179.9424342,34.034,0.875123069,16.0,1.0,Moderate
261,167.04,40,14.09227273,14.0,140.0,5.0,0.51444172,56.0,2.0,Moderate
1261,807.04,260,44.89395455,28.0,579.8273026,102.102,0.505569498,64.0,3.0,Poor
1271,813.44,160,57.1341,101.23,399.9342105,38.896,2.200833171,96.0,1.44,Poor
443,283.52,50,2.83456,30.74,159.9835526,9.724,1.056667522,48.0,4.73,Moderate
1625,1040.0,190,162.1014,193.6,379.9342105,38.896,4.318404469,88.0,24.9,Poor
557,356.48,80,2.43595,56.79,159.9753289,14.586,1.952169516,40.0,2.56,Moderate
907,580.48,160,48.719,70.19,279.9424342,34.034,1.823950463,56.0,13.62,Poor
1555,995.2,140,190.447,88.0,559.9588816,24.31,1.616876196,184.0,1.64,Poor
1549,991.36,170,54.4767,119.0,499.8601974,82.654,2.314167804,64.0,7.7,Poor
1205,771.2,140,50.0477,114.0,359.9424342,34.034,2.612525214,88.0,8.38,Poor
810,518.4,40,40.86759091,15.0,379.8766447,72.93,0.334612473,32.0,2.0,Poor
817,522.88,110,45.90054545,29.0,339.9177632,48.62,0.683885242,56.0,6.0,Poor
847,542.08,110,45.69922727,30.0,339.9095395,53.482,0.70747605,48.0,3.0,Poor
395,252.8,50,6.442181818,25.0,179.9588816,24.31,0.810262109,32.0,5.0,Moderate
1156,739.84,250,3.221090909,33.0,519.8190789,106.964,0.629303281,32.0,1.0,Poor
774,495.36,80,20.13181818,28.0,439.8601974,82.654,0.580460756,40.0,2.0,Poor
455,291.2,50,7.046136364,23.0,219.9835526,9.724,0.674225066,72.0,4.0,Moderate
708,453.12,120,43.88736364,24.0,279.9506579,29.172,0.623652488,64.0,5.0,Moderate
1599,1023.36,400,43.68604545,51.0,679.84375,92.378,0.85042846,120.0,5.0,Poor
866,554.24,100,12.88436364,37.0,399.8930921,63.206,0.804455337,56.0,2.0,Poor
809,517.76,120,43.48472727,23.0,299.9177632,48.62,0.577429418,40.0,1.0,Poor
519,332.16,80,26.17136364,24.0,239.9671053,19.448,0.673608486,64.0,2.0,Moderate
842,538.88,60,23.35290909,25.0,359.8601974,82.654,0.572987656,8.0,4.0,Poor
1490,953.6,200,13.48831818,94.0,439.8601974,82.654,1.94868968,40.0,17.0,Poor
537,343.68,50,10.06590909,54.0,200.0,9.724,1.660232015,64.0,11.0,Moderate
1490,953.6,170,128.0383636,135.0,620.0,102.102,2.357602488,80.0,15.0,Poor
1585,1014.4,70,142.1306364,85.0,560.0,53.482,1.56182423,136.0,5.0,Poor
1532,980.48,90,136.6950455,166.0,280.0,9.724,4.313342972,96.0,57.0,Poor
736,471.04,60,0.805272727,110.0,219.9753289,24.31,3.224735494,48.0,4.0,Moderate
2065,1321.6,240,82.33913636,254.0,660.0,126.412,4.299364558,56.0,12.0,Poor
1690,1081.6,360,34.82804545,125.0,659.8026316,116.688,2.115802643,72.0,8.0,Poor
1802,1153.28,380,69.0924,202.0,399.9177632,48.62,4.391755826,80.0,4.0,Poor
2134,1365.76,400,173.1739,86.0,859.8848684,68.068,1.275118251,232.0,7.0,Poor
2486,1591.04,500,120.9117,255.0,659.8766447,72.93,4.315995326,144.0,1.7,Bad
9499,6079.36,2480,119.583,732.0,3479.226974,457.028,5.395626316,640.0,4.7,Bad
915,585.6,150,80.1649,47.0,359.9671053,19.448,1.077056818,112.0,1.0,Poor
3491,2234.24,570,114.2682,630.0,419.8848684,68.068,13.36742024,56.0,8.3,Bad
760,486.4,50,124.4549,39.0,299.9835526,9.724,0.979012076,104.0,1.0,Poor
2092,1338.88,330,93.4519,191.0,579.9259868,43.758,3.448412782,160.0,5.9,Poor
1588,1016.32,280,92.5661,99.0,519.8848684,68.068,1.887790386,96.0,2.0,Poor
3325,2128.0,580,335.7182,513.0,659.84375,92.378,8.682983493,112.0,1.0,Bad
1723,1102.72,110,5.93486,345.0,159.9506579,29.172,11.86037017,16.0,1.8,Poor
1334,853.76,150,30.47152,94.0,459.9342105,38.896,1.905689585,120.0,3.34,Poor
1030,659.2,70,54.29954,54.33,399.9671053,19.448,1.181135524,128.0,2.07,Poor
1079,690.56,120,47.70033,28.53,479.9342105,38.896,0.566217231,128.0,1.86,Poor
1422,910.08,210,42.0755,97.0,499.9835526,9.724,1.886105751,184.0,4.18,Poor
1879,1202.56,260,150.80745,65.7,779.8766447,72.93,1.022879739,192.0,3.71,Poor
919,588.16,30,37.07073,28.51,419.9753289,14.586,0.604863658,144.0,2.34,Poor
1561,999.04,160,69.9782,145.7,459.9671053,19.448,2.953713233,152.0,2.6,Poor
2383,1525.12,430,10.89534,260.0,579.9013158,58.344,4.694274319,136.0,16.3,Bad
717,458.88,20,21.12633,53.96,259.9835526,9.724,1.455027387,88.0,1.77,Moderate
458,293.12,50,7.21927,30.58,159.9753289,14.586,1.051194643,40.0,4.24,Moderate
1163,744.32,100,51.02208,96.0,379.9588816,24.31,2.141288067,112.0,3.94,Poor
1589,1016.96,250,59.57005,60.76,659.9177632,48.62,1.028359631,184.0,2.0,Poor
1150,736.0,160,83.17662,57.0,459.9753289,14.586,1.155526076,160.0,7.99,Poor
963,616.32,50,16.60875,54.0,379.9259868,43.758,1.204526679,80.0,2.53,Poor
946,605.44,70,15.63437,72.92,319.8848684,68.068,1.772645838,16.0,1.6,Poor
2153,1377.92,300,233.45259,234.0,579.8930921,63.206,4.224876844,128.0,3.6,Poor
815,521.6,30,21.08204,35.27,359.9506579,29.172,0.808269401,96.0,1.33,Poor
650,416.0,100,20.55056,41.68,239.9835526,9.724,1.169793315,80.0,2.02,Moderate
690,441.6,40,39.50668,31.03,299.9506579,29.172,0.778984884,72.0,2.25,Moderate
1348,862.72,110,39.59526,48.0,579.8601974,82.654,0.866665985,96.0,8.49,Poor
480,307.2,60,13.287,34.0,159.9753289,14.586,1.168757942,40.0,2.0,Moderate
890,569.6,90,31.60695455,70.0,299.9506579,29.172,1.757297514,72.0,2.0,Poor
877,561.28,120,55.76513636,82.0,279.9588816,24.31,2.130781372,72.0,4.0,Poor
1275,816.0,120,68.24686364,120.0,259.9588816,24.31,3.235944617,64.0,4.0,Poor
709,453.76,100,19.52786364,70.0,199.9753289,14.586,2.152196863,56.0,2.0,Moderate
1720,1100.8,320,163.873,170.3,479.8848684,68.068,3.380012325,80.0,6.5,Poor
1152,737.28,150,67.3208,86.0,379.8766447,72.93,1.918444848,32.0,14.61,Poor
3382,2164.48,780,471.6885,330.0,899.84375,92.378,4.783023907,208.0,7.1,Bad
923,590.72,80,104.0815,65.78,319.8930921,63.206,1.599055738,24.0,4.5,Poor
525,336.0,50,1.55015,56.0,139.9671053,19.448,2.058008673,24.0,3.47,Moderate
983,629.12,130,0.13287,86.68,299.9259868,43.758,2.176125902,48.0,5.99,Poor
1303,833.92,290,77.9504,95.46,439.8684211,77.792,1.978938063,48.0,3.32,Poor
552,353.28,70,4.78332,52.93,159.9753289,14.586,1.819481114,40.0,3.11,Moderate
1030,659.2,80,31.66735,57.0,359.9095395,53.482,1.3063223,56.0,16.73,Poor
766,490.24,50,10.23099,23.08,319.9588816,24.31,0.560997445,88.0,6.81,Poor
2615,1673.6,170,59.7915,560.0,59.99177632,4.862,31.43506266,16.0,6.5,Bad
917,586.88,80,10.27528,90.01,259.9259868,43.758,2.427381708,32.0,8.17,Poor
2903,1857.92,320,797.22,238.7,879.7368421,155.584,3.499034246,96.0,8.1,Bad
660,422.4,80,18.46893,56.0,199.9753289,14.586,1.721757491,56.0,4.07,Moderate
1560,998.4,110,349.4481,78.63,679.7615132,140.998,1.311239893,40.0,0.55,Poor
916,586.24,60,22.145,129.0,199.9835526,9.724,3.966109813,64.0,8.0,Poor
699,447.36,50,38.85440909,96.0,179.9835526,9.724,3.111193244,56.0,7.0,Moderate
681,435.84,40,45.49790909,80.0,139.9917763,4.862,2.939753316,48.0,5.0,Moderate
356,227.84,30,13.48831818,7.0,119.9753289,14.586,0.277858847,24.0,2.0,Moderate
777,497.28,70,13.287,102.0,199.9917763,4.862,3.135929329,72.0,4.0,Poor
594,380.16,40,12.48172727,23.0,259.9753289,14.586,0.620203099,80.0,3.0,Moderate
1798,1150.72,240,87.97604545,172.0,479.8684211,77.792,3.413811408,64.0,5.0,Poor
1745,1116.8,180,177.5626364,180.0,419.8848684,68.068,3.819262925,56.0,10.0,Poor
1743,1115.52,150,165.4835455,180.0,479.8684211,77.792,3.572593334,64.0,6.0,Poor
539,344.96,60,7.247454545,49.0,159.9753289,14.586,1.684386446,40.0,2.0,Moderate
1135,726.4,50,29.39245455,118.0,319.9177632,48.62,2.868368827,48.0,4.0,Poor
546,349.44,50,6.442181818,41.0,139.9753289,14.586,1.506712087,32.0,1.0,Moderate
1150,736.0,60,61.80468182,119.0,319.9177632,48.62,2.892677037,48.0,4.0,Poor
510,326.4,50,4.831636364,33.0,159.9671053,19.448,1.134411867,32.0,1.0,Moderate
820,524.8,80,32.19883,92.0,219.9342105,38.896,2.69720277,24.0,1.27,Poor
3192,2042.88,430,469.0311,406.0,559.8601974,82.654,7.460336229,88.0,106.0,Bad
1037,663.68,170,68.02944,73.0,339.9506579,29.172,1.721420938,88.0,14.67,Poor
884,565.76,90,3.05601,135.0,159.9588816,24.31,4.640895111,24.0,5.9,Poor
957,612.48,30,0.97438,161.0,159.9588816,24.31,5.534697132,24.0,0.5,Poor
1466,938.24,290,52.21791,84.0,559.9259868,43.758,1.543427159,152.0,2.8,Poor
1284,821.76,190,55.8054,116.0,379.9259868,43.758,2.587501755,80.0,1.96,Poor
491,314.24,50,7.04211,44.0,179.9835526,9.724,1.42596357,56.0,2.76,Moderate
1349,863.36,190,81.0507,164.0,299.9342105,38.896,4.117209914,56.0,7.9,Poor
1980,1267.2,320,162.1014,155.0,659.8930921,63.206,2.623415445,160.0,3.59,Poor
3349,2143.36,690,181.589,413.0,859.6875,184.756,6.124235881,40.0,2.3,Bad
1566,1002.24,370,34.1033,182.0,359.9259868,43.758,4.170968884,72.0,5.2,Poor
923,590.72,120,24.15818182,57.0,379.9424342,34.034,1.271417308,96.0,2.0,Poor
771,493.44,100,10.66986364,75.0,279.9835526,9.724,1.948799535,96.0,4.0,Poor
1726,1104.64,260,0.805272727,205.0,499.8848684,68.068,3.986493218,88.0,5.0,Poor
1327,849.28,150,6.240863636,175.0,299.9835526,9.724,4.393002907,104.0,8.0,Poor
392,250.88,20,9.260636364,13.0,159.9753289,14.586,0.446878037,40.0,2.0,Moderate
540,345.6,30,0.201318182,58.0,179.9835526,9.724,1.879679252,56.0,3.0,Moderate
990,633.6,100,16.56446,104.57,279.9506579,29.172,2.717305863,64.0,3.18,Poor
809,517.76,90,17.76029,86.0,239.9753289,14.586,2.413722381,72.0,2.0,Poor
972,622.08,100,10.36386,85.4,339.9424342,34.034,2.013851045,80.0,2.39,Poor
2250,1440.0,440,57.22268,241.0,599.9177632,48.62,4.278025273,160.0,2.1,Bad
1454,930.56,230,99.2096,85.0,559.9013158,58.344,1.5618357,128.0,2.32,Poor
1610,1030.4,230,17.716,165.0,459.9177632,48.62,3.345153233,104.0,5.0,Poor
1301,832.64,80,39.01949,51.3,559.8766447,72.93,0.942634549,104.0,1.87,Poor
1067,682.88,120,27.68125,82.45,359.9342105,38.896,1.889518988,80.0,0.83,Poor
3044,1948.16,550,223.2216,349.6,699.9506579,29.172,5.745262481,232.0,2.9,Bad
1693,1083.52,250,22.145,99.32,639.8930921,63.206,1.70708507,152.0,2.37,Poor
2802,1793.28,530,217.021,151.6,1059.835526,97.24,2.02466012,264.0,6.5,Bad
1664,1064.96,280,20.55056,191.7,419.9013158,58.344,4.067435353,72.0,2.1,Poor
1282,820.48,110,21.56923,79.78,479.8930921,63.206,1.583412054,88.0,1.07,Poor
